Booking ID,Customer ID,Destination,Booking Date,Travel Date,Booking Status,Revenue,Booking Channel,Consultant,Country,Device,Trip Length,Adults,Children
BKG00214,CUST0301,Istanbul,2023-08-23,2024-12-01,Confirmed,3501,Phone,Consultant_19,Spain,Desktop,11,3,2
BKG00215,CUST0308,Milan,2023-01-13,2023-06-03,Confirmed,2238,Agent,Consultant_3,UK,Desktop,12,4,1
BKG00216,CUST0336,Helsinki,2023-04-11,2024-05-26,Confirmed,1864,Agent,Consultant_12,Italy,Desktop,15,4,2
BKG00217,CUST0434,Milan,2024-06-19,2023-12-13,Confirmed,3208,App,Consultant_5,France,Mobile,17,3,1
BKG00218,CUST0234,New York,2024-06-06,2024-06-17,Confirmed,5290,App,Consultant_2,France,Desktop,7,3,1
BKG00219,CUST0380,Barcelona,2024-03-27,2025-01-18,Confirmed,1424,App,Consultant_7,Germany,Mobile,5,1,0
BKG00220,CUST0375,Cape Town,2024-03-06,2023-03-19,Confirmed,651,Agent,Consultant_13,Germany,Mobile,10,4,1
BKG00221,CUST0008,Milan,2024-08-28,2024-03-14,Confirmed,1085,Agent,Consultant_15,Spain,Mobile,12,2,2
BKG00222,CUST0498,Lisbon,2024-06-16,2023-06-15,Confirmed,1412,Website,Consultant_3,France,Mobile,15,2,1
BKG00223,CUST0341,Lisbon,2024-10-13,2023-08-19,Confirmed,2821,Phone,Consultant_20,France,Tablet,5,4,2
BKG00224,CUST0129,Athens,2023-10-20,2023-10-07,Confirmed,6173,Website,Consultant_5,Netherlands,Mobile,10,4,0
BKG00225,CUST0264,San Francisco,2023-04-11,2023-12-10,Cancelled,995,Phone,Consultant_8,Germany,Desktop,11,4,2
BKG00226,CUST0157,Helsinki,2024-05-16,2025-06-17,Cancelled,4295,Website,Consultant_1,USA,Mobile,14,3,1
BKG00227,CUST0352,New York,2023-10-31,2024-02-02,Confirmed,2648,Agent,Consultant_8,Spain,Desktop,13,2,2
BKG00228,CUST0358,Lisbon,2024-06-23,2024-04-03,Confirmed,1056,Website,Consultant_18,Spain,Mobile,4,2,2
BKG00229,CUST0005,Berlin,2024-07-06,2025-05-09,Confirmed,5701,Phone,Consultant_20,Italy,Tablet,20,2,1
BKG00230,CUST0495,Amsterdam,2023-12-21,2025-04-16,Confirmed,2052,App,Consultant_16,France,Mobile,11,4,2
BKG00231,CUST0086,Berlin,2023-10-30,2024-05-24,Confirmed,2620,Phone,Consultant_18,Italy,Mobile,4,3,1
BKG00232,CUST0175,Prague,2024-05-10,2023-12-10,Cancelled,3585,App,Consultant_20,Netherlands,Tablet,4,4,0
BKG00233,CUST0290,Prague,2024-10-19,2024-06-13,Confirmed,4004,Agent,Consultant_12,Germany,Mobile,5,1,2
BKG00234,CUST0193,Madrid,2023-08-15,2025-01-20,Cancelled,656,Phone,Consultant_13,USA,Desktop,18,1,0
BKG00235,CUST0311,Barcelona,2023-08-24,2024-01-20,Confirmed,1234,Website,Consultant_13,Germany,Mobile,6,2,2
BKG00236,CUST0119,Paris,2024-03-30,2024-05-29,Confirmed,6775,Phone,Consultant_10,Netherlands,Mobile,20,4,2
BKG00237,CUST0218,Seoul,2023-01-13,2023-08-29,Cancelled,7662,App,Consultant_7,Spain,Mobile,20,1,0
BKG00238,CUST0427,Rio,2023-07-29,2025-01-03,Confirmed,6023,Agent,Consultant_14,Germany,Tablet,12,1,2
BKG00239,CUST0458,Berlin,2024-02-01,2023-03-15,Confirmed,5154,Website,Consultant_16,Netherlands,Mobile,13,4,2
BKG00240,CUST0414,Amsterdam,2023-04-10,2024-07-24,Confirmed,6750,Phone,Consultant_15,France,Mobile,19,3,0
BKG00241,CUST0114,Tokyo,2023-01-31,2024-08-23,Confirmed,6908,App,Consultant_12,Germany,Desktop,18,4,2
BKG00242,CUST0466,Oslo,2024-06-11,2024-09-04,Pending,3776,Website,Consultant_9,France,Mobile,15,4,1
BKG00243,CUST0145,Cape Town,2024-10-10,2023-05-02,Confirmed,7746,Agent,Consultant_8,Italy,Mobile,4,3,2
BKG00244,CUST0026,Dubai,2023-11-25,2023-10-22,Pending,654,Website,Consultant_18,Italy,Mobile,4,2,2
BKG00245,CUST0136,Rio,2023-06-15,2023-09-07,Pending,7631,Agent,Consultant_18,Spain,Mobile,16,2,2
BKG00246,CUST0303,Athens,2024-04-03,2024-04-16,Cancelled,1496,Website,Consultant_13,France,Desktop,6,2,0
BKG00247,CUST0232,Seoul,2023-04-10,2024-03-06,Confirmed,2794,Phone,Consultant_18,UK,Desktop,19,3,1
BKG00248,CUST0369,Rio,2024-09-12,2024-03-05,Confirmed,5126,App,Consultant_15,Spain,Tablet,15,1,1
BKG00249,CUST0076,Berlin,2023-06-22,2025-01-26,Cancelled,3405,Phone,Consultant_4,Germany,Mobile,6,3,2
BKG00250,CUST0475,Helsinki,2023-06-11,2025-03-29,Confirmed,6567,Phone,Consultant_17,Italy,Tablet,5,4,0
BKG00251,CUST0328,Seoul,2023-09-20,2024-08-28,Confirmed,7181,Agent,Consultant_5,Italy,Tablet,14,3,0
BKG00252,CUST0345,Dubai,2023-10-01,2025-06-06,Confirmed,5324,Agent,Consultant_16,Italy,Mobile,10,1,1
BKG00253,CUST0302,New York,2023-01-03,2025-04-13,Confirmed,1677,Agent,Consultant_9,Germany,Desktop,4,1,0
BKG00254,CUST0452,Oslo,2023-01-28,2024-06-03,Confirmed,653,Phone,Consultant_10,UK,Desktop,8,4,2
BKG00255,CUST0289,Prague,2023-11-22,2024-05-29,Confirmed,4687,Website,Consultant_18,UK,Mobile,12,2,2
BKG00256,CUST0001,Barcelona,2023-05-29,2025-02-25,Confirmed,6981,Website,Consultant_17,Netherlands,Mobile,14,1,0
BKG00257,CUST0147,Copenhagen,2024-06-23,2024-05-14,Cancelled,6099,Phone,Consultant_18,France,Desktop,12,1,2
BKG00258,CUST0287,Cape Town,2024-05-02,2024-08-26,Confirmed,2216,Phone,Consultant_7,Italy,Mobile,12,1,1
BKG00259,CUST0464,Seoul,2024-03-13,2025-05-23,Pending,3702,App,Consultant_4,Italy,Mobile,5,4,2
BKG00260,CUST0142,New York,2023-03-06,2024-12-12,Confirmed,7093,Agent,Consultant_5,Italy,Mobile,12,1,0
BKG00261,CUST0053,Toronto,2023-12-22,2024-04-19,Cancelled,6612,Agent,Consultant_16,France,Desktop,11,2,1
BKG00262,CUST0304,Toronto,2024-06-16,2023-10-26,Confirmed,3357,Phone,Consultant_3,Spain,Tablet,16,4,2
BKG00263,CUST0069,Oslo,2023-09-09,2023-10-24,Cancelled,1286,Phone,Consultant_18,Germany,Tablet,4,2,1
BKG00264,CUST0361,New York,2023-08-23,2023-03-25,Confirmed,4868,Website,Consultant_14,Italy,Mobile,7,1,0
BKG00265,CUST0090,Rio,2023-08-15,2024-07-11,Cancelled,6623,Phone,Consultant_15,France,Desktop,10,1,2
BKG00266,CUST0446,Istanbul,2024-06-08,2024-07-03,Confirmed,7231,Website,Consultant_17,Netherlands,Mobile,9,2,2
BKG00267,CUST0220,Amsterdam,2023-11-09,2024-10-07,Cancelled,4772,Phone,Consultant_1,France,Desktop,8,4,1
BKG00268,CUST0450,Dubai,2023-02-18,2023-03-30,Pending,4267,App,Consultant_17,Italy,Mobile,13,4,2
BKG00269,CUST0498,Tokyo,2023-04-28,2025-05-04,Confirmed,3378,App,Consultant_11,Netherlands,Desktop,14,2,2
BKG00270,CUST0192,Istanbul,2023-02-23,2023-03-11,Confirmed,1142,Website,Consultant_17,Italy,Desktop,20,1,2
BKG00271,CUST0454,Berlin,2024-10-11,2023-09-24,Cancelled,6494,Agent,Consultant_14,France,Tablet,12,3,2
BKG00272,CUST0063,Seoul,2024-07-18,2024-02-20,Confirmed,7716,App,Consultant_20,Netherlands,Mobile,16,2,0
BKG00273,CUST0073,Bangkok,2023-02-13,2024-09-27,Cancelled,5162,Website,Consultant_19,UK,Tablet,5,2,2
BKG00274,CUST0161,Athens,2023-02-22,2025-02-02,Confirmed,1165,Phone,Consultant_7,Spain,Tablet,20,2,1
BKG00275,CUST0169,Madrid,2024-08-08,2025-01-15,Confirmed,3926,Phone,Consultant_13,Spain,Desktop,17,1,0
BKG00276,CUST0089,Bangkok,2024-07-11,2024-11-10,Pending,4283,Website,Consultant_18,Italy,Mobile,8,4,1
BKG00277,CUST0176,Rio,2024-06-08,2023-11-26,Confirmed,5927,Agent,Consultant_14,Italy,Desktop,12,1,1
BKG00278,CUST0269,Helsinki,2024-11-07,2024-02-29,Cancelled,7511,Website,Consultant_1,France,Desktop,14,2,1
BKG00279,CUST0073,Berlin,2023-04-12,2023-08-25,Confirmed,4201,Website,Consultant_7,UK,Desktop,9,1,0
BKG00280,CUST0245,Madrid,2024-02-02,2024-01-01,Confirmed,6394,App,Consultant_8,UK,Mobile,19,1,0
BKG00281,CUST0077,Paris,2023-05-18,2024-09-14,Confirmed,1569,Website,Consultant_18,France,Mobile,3,2,0
BKG00282,CUST0159,Prague,2024-11-05,2025-01-29,Confirmed,2849,Website,Consultant_9,Netherlands,Desktop,20,1,2
BKG00283,CUST0489,Amsterdam,2024-01-22,2024-06-27,Confirmed,7511,Phone,Consultant_1,Italy,Mobile,17,3,1
BKG00284,CUST0459,Sydney,2023-04-21,2023-07-27,Confirmed,7555,App,Consultant_17,USA,Desktop,3,1,0
BKG00285,CUST0324,Madrid,2024-09-05,2024-03-01,Confirmed,5003,Phone,Consultant_19,Italy,Mobile,7,1,1
BKG00286,CUST0098,Seoul,2023-01-17,2024-02-05,Confirmed,1712,Phone,Consultant_6,USA,Mobile,17,4,0
BKG00287,CUST0381,Bangkok,2023-07-01,2025-06-06,Cancelled,7465,Agent,Consultant_3,UK,Tablet,5,4,0
BKG00288,CUST0102,Athens,2024-06-19,2025-03-31,Confirmed,6449,Agent,Consultant_5,Netherlands,Desktop,3,2,0
BKG00289,CUST0494,Seoul,2024-06-24,2024-11-18,Confirmed,1652,App,Consultant_2,Italy,Tablet,10,2,1
BKG00290,CUST0132,Sydney,2023-06-20,2023-12-14,Confirmed,7204,App,Consultant_20,Italy,Tablet,14,4,2
BKG00291,CUST0102,Toronto,2024-02-13,2025-02-04,Confirmed,7933,Agent,Consultant_4,Spain,Desktop,14,3,0
BKG00292,CUST0019,Prague,2024-01-13,2024-02-03,Cancelled,5737,Agent,Consultant_10,USA,Desktop,15,1,0
BKG00293,CUST0454,Helsinki,2023-07-07,2024-02-18,Confirmed,3011,Agent,Consultant_10,USA,Mobile,3,3,0
BKG00294,CUST0482,New York,2023-08-18,2023-04-02,Confirmed,643,Agent,Consultant_11,UK,Desktop,8,3,2
BKG00295,CUST0082,Dubai,2023-04-29,2025-04-15,Confirmed,2989,Agent,Consultant_16,France,Tablet,10,4,1
BKG00296,CUST0397,Seoul,2023-06-05,2024-06-18,Confirmed,7867,Phone,Consultant_17,Spain,Tablet,6,2,1
BKG00297,CUST0489,Cape Town,2024-11-17,2023-09-26,Cancelled,3728,App,Consultant_16,UK,Desktop,7,1,1
BKG00298,CUST0279,Rio,2024-04-09,2023-08-13,Confirmed,5082,Phone,Consultant_7,Italy,Tablet,9,2,1
BKG00299,CUST0339,Lisbon,2023-04-14,2024-12-08,Cancelled,5455,Phone,Consultant_16,Spain,Mobile,6,3,0
BKG00300,CUST0365,Helsinki,2024-08-26,2023-09-09,Confirmed,3705,Website,Consultant_3,Germany,Tablet,6,3,2
BKG00301,CUST0331,Madrid,2024-11-28,2023-04-01,Confirmed,6531,Phone,Consultant_16,Germany,Mobile,17,2,0
BKG00302,CUST0129,Lisbon,2024-05-16,2023-06-08,Pending,4743,Agent,Consultant_8,UK,Tablet,7,2,2
BKG00303,CUST0344,Barcelona,2024-11-23,2024-12-15,Confirmed,5955,Agent,Consultant_12,Italy,Mobile,11,4,1
BKG00304,CUST0310,Copenhagen,2024-11-12,2023-07-05,Confirmed,3642,Website,Consultant_3,UK,Mobile,4,2,2
BKG00305,CUST0455,Lisbon,2024-11-29,2024-02-12,Confirmed,3804,Website,Consultant_17,Netherlands,Desktop,9,2,0
BKG00306,CUST0089,Seoul,2023-06-24,2024-10-13,Confirmed,1857,Website,Consultant_18,Netherlands,Mobile,19,4,0
BKG00307,CUST0213,San Francisco,2024-11-04,2025-03-21,Confirmed,7454,Website,Consultant_11,France,Desktop,18,2,1
BKG00308,CUST0143,Milan,2024-02-25,2025-06-16,Confirmed,3213,Website,Consultant_4,Spain,Tablet,19,3,0
BKG00309,CUST0065,Milan,2023-05-14,2025-03-30,Confirmed,4685,Phone,Consultant_16,France,Tablet,4,2,0
BKG00310,CUST0076,Rio,2024-01-26,2024-09-07,Confirmed,1857,Website,Consultant_17,Netherlands,Tablet,13,1,2
BKG00311,CUST0199,Helsinki,2024-05-15,2024-04-11,Confirmed,4794,Phone,Consultant_9,France,Mobile,4,3,0
BKG00312,CUST0143,Dubai,2024-10-26,2023-08-25,Confirmed,7828,App,Consultant_6,Netherlands,Tablet,3,4,1
BKG00313,CUST0405,Rio,2023-02-02,2024-02-22,Confirmed,5133,Website,Consultant_20,France,Tablet,4,3,1
BKG00314,CUST0403,Tokyo,2023-02-24,2024-05-24,Confirmed,3692,Website,Consultant_2,Netherlands,Desktop,11,4,0
BKG00315,CUST0316,Paris,2024-06-02,2025-03-31,Pending,800,Phone,Consultant_9,Spain,Desktop,4,1,1
BKG00316,CUST0093,Madrid,2024-09-29,2025-05-17,Confirmed,1223,App,Consultant_6,UK,Tablet,17,1,2
BKG00317,CUST0473,Helsinki,2023-01-12,2024-01-05,Cancelled,6194,Phone,Consultant_3,Germany,Tablet,12,3,2
BKG00318,CUST0417,Berlin,2024-06-11,2025-06-17,Confirmed,3510,Phone,Consultant_20,UK,Mobile,17,2,0
BKG00319,CUST0305,New York,2024-07-08,2024-01-05,Confirmed,6055,Website,Consultant_6,UK,Mobile,12,3,0
BKG00320,CUST0224,Rio,2024-01-08,2023-08-22,Confirmed,567,Agent,Consultant_7,Germany,Tablet,19,3,2
BKG00321,CUST0497,Prague,2024-04-28,2023-07-10,Confirmed,4336,Agent,Consultant_1,Spain,Desktop,11,1,1
BKG00322,CUST0291,Oslo,2024-10-08,2024-07-23,Confirmed,4493,Phone,Consultant_1,France,Tablet,20,4,0
BKG00323,CUST0428,Copenhagen,2023-08-16,2024-02-26,Confirmed,3006,Website,Consultant_5,Germany,Mobile,6,3,0
BKG00324,CUST0102,Paris,2024-09-14,2025-03-09,Confirmed,2037,App,Consultant_6,Spain,Desktop,11,2,1
BKG00325,CUST0474,San Francisco,2023-11-03,2024-12-07,Pending,897,Agent,Consultant_13,Germany,Desktop,18,1,0
BKG00326,CUST0267,Seoul,2024-04-01,2024-08-27,Confirmed,5215,App,Consultant_2,Spain,Mobile,6,3,1
BKG00327,CUST0355,Rome,2023-06-09,2024-07-17,Confirmed,3857,Agent,Consultant_15,France,Tablet,18,3,1
BKG00328,CUST0456,Bangkok,2023-11-27,2023-04-10,Cancelled,6180,Website,Consultant_15,USA,Tablet,3,2,1
BKG00329,CUST0110,Tokyo,2023-08-13,2024-03-10,Confirmed,1663,Phone,Consultant_13,Netherlands,Tablet,8,3,1
BKG00330,CUST0462,Prague,2024-05-18,2024-09-29,Confirmed,5325,App,Consultant_14,France,Mobile,12,3,1
BKG00331,CUST0330,Oslo,2024-03-31,2024-12-05,Confirmed,1055,App,Consultant_7,France,Desktop,18,3,2
BKG00332,CUST0450,San Francisco,2023-02-14,2024-09-12,Pending,6548,Phone,Consultant_14,UK,Mobile,6,3,1
BKG00333,CUST0430,San Francisco,2023-08-02,2024-06-30,Cancelled,7424,App,Consultant_10,UK,Tablet,15,2,2
BKG00334,CUST0265,Rome,2023-02-28,2025-05-07,Confirmed,4161,Agent,Consultant_17,UK,Mobile,18,3,1
BKG00335,CUST0003,Amsterdam,2024-10-05,2023-05-30,Confirmed,2251,Phone,Consultant_14,Netherlands,Desktop,8,3,0
BKG00336,CUST0085,Cape Town,2024-09-07,2025-04-23,Pending,3441,Agent,Consultant_8,USA,Mobile,13,3,2
BKG00337,CUST0282,Amsterdam,2023-07-14,2024-12-20,Confirmed,3157,Agent,Consultant_4,Spain,Tablet,5,1,0
BKG00338,CUST0328,Rome,2024-05-03,2024-12-18,Confirmed,3295,Website,Consultant_16,Italy,Desktop,12,2,1
BKG00339,CUST0304,Paris,2023-06-06,2023-09-04,Confirmed,2829,Agent,Consultant_13,Italy,Mobile,3,1,1
BKG00340,CUST0450,New York,2024-09-01,2023-03-27,Confirmed,7304,Website,Consultant_20,Netherlands,Mobile,13,1,0
BKG00341,CUST0454,Helsinki,2023-08-14,2024-01-31,Confirmed,7567,App,Consultant_18,USA,Desktop,14,2,1
BKG00342,CUST0412,Lisbon,2024-02-16,2024-12-29,Confirmed,5591,App,Consultant_14,Netherlands,Desktop,16,1,0
BKG00343,CUST0117,Rome,2023-07-24,2024-06-17,Confirmed,2459,Website,Consultant_18,UK,Tablet,10,1,1
BKG00344,CUST0221,Oslo,2023-03-20,2025-02-12,Confirmed,2101,Agent,Consultant_5,Italy,Desktop,13,1,1
BKG00345,CUST0154,Toronto,2023-05-04,2025-03-07,Cancelled,3293,Phone,Consultant_9,Netherlands,Tablet,6,2,2
BKG00346,CUST0153,Rio,2024-04-15,2024-04-29,Confirmed,1980,Phone,Consultant_3,Spain,Mobile,9,3,0
BKG00347,CUST0012,Rome,2023-08-06,2023-05-14,Confirmed,6730,Website,Consultant_8,USA,Tablet,12,4,1
BKG00348,CUST0133,New York,2024-05-30,2023-04-17,Confirmed,1602,App,Consultant_20,France,Mobile,6,4,0
BKG00349,CUST0482,Rome,2024-08-24,2023-09-17,Confirmed,3776,App,Consultant_10,France,Desktop,4,2,2
BKG00350,CUST0304,Toronto,2023-04-14,2023-10-15,Confirmed,7434,Phone,Consultant_19,USA,Mobile,20,4,0
BKG00351,CUST0293,Toronto,2024-01-28,2023-10-21,Confirmed,7921,Website,Consultant_3,UK,Desktop,16,2,2
BKG00352,CUST0463,Milan,2024-09-22,2023-12-27,Cancelled,6947,Phone,Consultant_11,UK,Mobile,18,2,0
BKG00353,CUST0300,Prague,2024-10-06,2023-07-31,Pending,5999,Agent,Consultant_11,UK,Mobile,13,4,0
BKG00354,CUST0228,Oslo,2024-08-30,2025-03-08,Confirmed,6773,Agent,Consultant_17,Netherlands,Mobile,12,1,2
BKG00355,CUST0271,Dubai,2024-03-09,2024-08-02,Confirmed,7239,Website,Consultant_16,Spain,Mobile,19,3,1
BKG00356,CUST0043,Seoul,2023-11-27,2024-12-18,Confirmed,1799,Website,Consultant_7,Netherlands,Tablet,16,4,1
BKG00357,CUST0432,Sydney,2023-05-23,2023-02-26,Cancelled,6318,Agent,Consultant_4,France,Mobile,6,4,1
BKG00358,CUST0343,Vienna,2024-06-23,2023-11-02,Cancelled,7201,App,Consultant_19,USA,Tablet,4,4,0
BKG00359,CUST0326,Amsterdam,2023-10-05,2024-11-12,Confirmed,5494,Website,Consultant_12,Germany,Desktop,9,4,0
BKG00360,CUST0302,New York,2023-08-21,2023-11-25,Confirmed,5802,Agent,Consultant_15,UK,Desktop,11,2,1
BKG00361,CUST0498,Barcelona,2024-06-12,2025-04-08,Cancelled,7935,Agent,Consultant_11,France,Tablet,18,2,0
BKG00362,CUST0364,Milan,2024-07-24,2023-05-01,Confirmed,4379,App,Consultant_5,France,Desktop,18,3,0
BKG00363,CUST0379,San Francisco,2023-03-31,2024-05-24,Confirmed,7989,App,Consultant_5,Italy,Desktop,20,3,1
BKG00364,CUST0427,Prague,2024-05-06,2024-08-25,Confirmed,2035,App,Consultant_15,France,Mobile,13,4,2
BKG00365,CUST0493,Helsinki,2023-07-18,2024-05-02,Confirmed,577,App,Consultant_18,USA,Mobile,9,4,0
BKG00366,CUST0021,Athens,2023-12-28,2024-04-25,Cancelled,3331,Phone,Consultant_11,France,Mobile,11,4,0
BKG00367,CUST0407,Berlin,2024-03-16,2024-01-30,Pending,3910,App,Consultant_12,UK,Tablet,6,3,0
BKG00368,CUST0107,Cape Town,2023-01-26,2025-06-07,Confirmed,3221,Phone,Consultant_2,France,Tablet,15,4,0
BKG00369,CUST0336,Athens,2023-01-25,2024-12-05,Confirmed,4127,Website,Consultant_20,Spain,Desktop,6,1,2
BKG00370,CUST0303,Oslo,2024-01-29,2024-01-16,Confirmed,2032,Agent,Consultant_15,USA,Mobile,4,3,1
BKG00371,CUST0117,Sydney,2024-05-21,2024-11-15,Confirmed,737,Phone,Consultant_20,Italy,Tablet,11,1,0
BKG00372,CUST0124,Seoul,2023-10-28,2024-03-05,Confirmed,5753,Website,Consultant_4,France,Tablet,14,4,1
BKG00373,CUST0399,Vienna,2023-12-05,2023-10-10,Confirmed,2496,Website,Consultant_18,Italy,Mobile,4,2,0
BKG00374,CUST0281,Helsinki,2023-09-24,2025-03-21,Confirmed,5811,Phone,Consultant_6,France,Tablet,8,1,2
BKG00375,CUST0292,Sydney,2024-04-05,2025-04-12,Confirmed,3927,Website,Consultant_19,Netherlands,Mobile,7,3,1
BKG00376,CUST0203,Oslo,2024-11-23,2024-05-03,Confirmed,777,Website,Consultant_11,Germany,Desktop,7,1,2
BKG00377,CUST0051,Athens,2024-03-31,2024-12-29,Confirmed,3589,Phone,Consultant_2,France,Desktop,7,3,0
BKG00378,CUST0271,Cape Town,2023-12-26,2024-06-12,Confirmed,1023,Website,Consultant_8,USA,Desktop,6,4,2
BKG00379,CUST0324,Tokyo,2023-03-09,2024-06-21,Confirmed,4775,App,Consultant_11,UK,Mobile,11,1,2
BKG00380,CUST0277,Vienna,2024-02-16,2023-11-30,Pending,4718,App,Consultant_5,Spain,Tablet,12,2,0
BKG00381,CUST0141,San Francisco,2024-05-05,2024-06-14,Confirmed,5865,Agent,Consultant_18,Germany,Desktop,18,1,0
BKG00382,CUST0470,Rome,2023-02-18,2025-04-12,Confirmed,6353,Website,Consultant_18,Netherlands,Desktop,12,2,1
BKG00383,CUST0275,Rio,2024-11-17,2024-09-19,Cancelled,3622,Agent,Consultant_14,Spain,Desktop,12,3,0
BKG00384,CUST0290,Seoul,2024-07-17,2023-07-15,Pending,5690,App,Consultant_10,France,Tablet,12,4,1
BKG00385,CUST0334,Barcelona,2023-04-12,2024-03-20,Confirmed,5075,App,Consultant_3,Germany,Tablet,8,4,2
BKG00386,CUST0381,Vienna,2023-08-04,2024-05-06,Cancelled,7686,App,Consultant_9,USA,Mobile,19,2,2
BKG00387,CUST0452,Dubai,2024-03-13,2023-05-24,Confirmed,2297,Website,Consultant_3,Netherlands,Desktop,7,3,1
BKG00388,CUST0496,Paris,2024-11-30,2024-04-07,Confirmed,2631,Website,Consultant_11,Italy,Tablet,8,4,0
BKG00389,CUST0373,New York,2024-07-22,2024-01-21,Confirmed,7822,App,Consultant_12,Germany,Mobile,17,3,0
BKG00390,CUST0052,Athens,2024-07-12,2024-12-25,Confirmed,7208,Agent,Consultant_12,UK,Desktop,20,2,2
BKG00391,CUST0494,Barcelona,2023-06-08,2023-08-25,Confirmed,7262,Agent,Consultant_3,Netherlands,Tablet,6,2,1
BKG00392,CUST0027,Amsterdam,2024-05-03,2025-03-08,Confirmed,7000,Phone,Consultant_7,Italy,Tablet,10,1,2
BKG00393,CUST0157,Prague,2024-11-16,2023-09-22,Confirmed,1315,App,Consultant_14,France,Mobile,18,4,2
BKG00394,CUST0239,Athens,2023-08-30,2024-04-16,Confirmed,3194,Agent,Consultant_11,France,Desktop,5,4,0
BKG00395,CUST0156,Copenhagen,2023-01-05,2024-01-20,Confirmed,942,App,Consultant_7,Netherlands,Desktop,12,1,1
BKG00396,CUST0291,Rio,2024-08-18,2024-06-28,Confirmed,3640,Agent,Consultant_10,Netherlands,Tablet,4,2,2
BKG00397,CUST0136,Madrid,2023-12-27,2023-08-26,Confirmed,7166,Phone,Consultant_11,UK,Desktop,6,2,0
BKG00398,CUST0144,Bangkok,2024-04-03,2025-01-08,Cancelled,642,Phone,Consultant_15,USA,Mobile,8,2,2
BKG00399,CUST0106,Milan,2023-09-05,2025-06-01,Cancelled,4787,App,Consultant_19,Spain,Tablet,13,2,2
BKG00400,CUST0420,Lisbon,2024-07-19,2023-06-04,Cancelled,1910,Agent,Consultant_16,Germany,Tablet,16,3,0
BKG00401,CUST0158,Milan,2024-11-03,2023-06-17,Confirmed,4973,Website,Consultant_20,Netherlands,Mobile,18,4,0
BKG00402,CUST0146,Bangkok,2024-02-26,2024-01-04,Cancelled,7224,Phone,Consultant_12,UK,Tablet,4,4,1
BKG00403,CUST0002,Seoul,2023-01-15,2024-07-20,Confirmed,1034,App,Consultant_18,Germany,Desktop,19,2,2
BKG00404,CUST0433,Dubai,2024-07-26,2023-04-08,Confirmed,2216,App,Consultant_13,UK,Desktop,11,2,1
BKG00405,CUST0077,New York,2023-05-02,2024-08-25,Confirmed,3864,Agent,Consultant_5,Netherlands,Tablet,19,2,0
BKG00406,CUST0132,Vienna,2023-10-04,2024-07-24,Confirmed,1532,App,Consultant_4,Spain,Mobile,17,4,0
BKG00407,CUST0090,Seoul,2024-07-11,2024-02-17,Confirmed,3842,Phone,Consultant_14,Spain,Mobile,9,4,2
BKG00408,CUST0345,Tokyo,2024-03-28,2023-02-18,Confirmed,1910,App,Consultant_8,France,Desktop,5,2,1
BKG00409,CUST0350,Berlin,2024-01-25,2024-12-13,Cancelled,6736,App,Consultant_9,Italy,Mobile,3,3,1
BKG00410,CUST0459,Lisbon,2023-10-21,2024-04-24,Confirmed,6585,Website,Consultant_19,Netherlands,Tablet,6,1,2
BKG00411,CUST0263,Helsinki,2024-07-27,2023-04-14,Confirmed,7172,Website,Consultant_3,Italy,Tablet,20,1,2
BKG00412,CUST0351,Vienna,2024-08-20,2024-08-25,Pending,5773,Phone,Consultant_5,Netherlands,Desktop,10,1,1
BKG00413,CUST0108,Copenhagen,2024-03-21,2024-11-25,Confirmed,5000,Agent,Consultant_18,Netherlands,Desktop,8,4,0
BKG00414,CUST0074,Tokyo,2023-07-29,2023-11-02,Confirmed,7483,Website,Consultant_1,France,Desktop,3,4,0
BKG00415,CUST0039,Sydney,2024-08-12,2023-03-19,Confirmed,1672,Agent,Consultant_8,Netherlands,Mobile,10,1,2
BKG00416,CUST0397,Sydney,2023-10-29,2023-08-29,Confirmed,1388,Phone,Consultant_19,Spain,Tablet,3,1,1
BKG00417,CUST0159,Toronto,2023-08-11,2025-06-03,Confirmed,3838,Website,Consultant_17,USA,Tablet,13,3,1
BKG00418,CUST0071,Cape Town,2023-01-03,2024-11-11,Confirmed,5017,Agent,Consultant_17,Italy,Tablet,17,4,1
BKG00419,CUST0447,Vienna,2024-06-01,2024-10-13,Confirmed,2141,Website,Consultant_11,Spain,Desktop,13,4,0
BKG00420,CUST0312,Madrid,2023-04-03,2024-12-25,Confirmed,971,Phone,Consultant_2,Germany,Tablet,12,1,0
BKG00421,CUST0241,New York,2024-06-03,2024-07-23,Confirmed,3440,Phone,Consultant_6,Netherlands,Mobile,14,3,1
BKG00422,CUST0426,Athens,2024-03-03,2025-01-08,Confirmed,1046,Website,Consultant_14,Spain,Mobile,3,3,1
BKG00423,CUST0445,Amsterdam,2024-05-07,2023-08-09,Confirmed,5226,Agent,Consultant_3,Netherlands,Tablet,9,1,2
BKG00424,CUST0298,Dubai,2023-08-23,2023-12-11,Cancelled,4097,App,Consultant_12,Spain,Desktop,19,1,2
BKG00425,CUST0440,Rome,2024-09-11,2024-08-15,Confirmed,5633,App,Consultant_4,France,Tablet,12,4,1
BKG00426,CUST0036,Prague,2023-06-10,2024-11-21,Confirmed,3325,Website,Consultant_12,USA,Mobile,8,1,1
BKG00427,CUST0084,Toronto,2023-11-27,2025-03-20,Confirmed,4223,Agent,Consultant_13,Spain,Mobile,19,2,0
